code,p22lee,p22yoon,p22sim,p22etc,p22valid,p17moon,p17HY,p17Ahn,p17sim,p17etc,p17valid,r22lee,r22yoon,r22sim,r17moon,r17HYA,r17sim,d_the,d_kuk,d_sim,win22r,winner,wingap22,sec22r,sec22
3641034,1965,188,16,23,2192,1079,73,974,56,996,2204,0.896441606,0.085766423,0.00729927,0.489564428,0.475045372,0.025408348,0.406877178,-0.389278949,-0.018109078,0.896441606,1,0.810675182,0.085766423,2
3641035,1213,115,10,15,1353,763,61,583,31,605,1460,0.896526238,0.084996305,0.007390983,0.52260274,0.44109589,0.021232877,0.373923498,-0.356099586,-0.013841894,0.896526238,1,0.811529933,0.084996305,2
3641036,1793,218,24,26,2061,1049,44,910,70,931,2094,0.869966036,0.105773896,0.011644833,0.50095511,0.455587393,0.033428844,0.369010926,-0.349813496,-0.021784012,0.869966036,1,0.76419214,0.105773896,2
3641037,1047,140,9,20,1216,527,33,605,34,614,1208,0.861019737,0.115131579,0.007401316,0.436258278,0.528145695,0.028145695,0.424761459,-0.413014116,-0.02074438,0.861019737,1,0.745888158,0.115131579,2
3641038,2130,273,44,33,2480,1053,81,960,81,987,2202,0.858870968,0.110080645,0.017741935,0.478201635,0.472752044,0.036784741,0.380669333,-0.362671398,-0.019042806,0.858870968,1,0.748790323,0.110080645,2
3641039,1092,137,15,19,1263,673,50,497,33,511,1267,0.864608076,0.108471892,0.011876485,0.531176006,0.431728493,0.026045777,0.33343207,-0.3232566,-0.014169293,0.864608076,1,0.756136184,0.108471892,2
3642011,6257,647,72,76,7052,3788,221,2229,276,2258,6543,0.887266024,0.091747022,0.01020987,0.578939324,0.374445973,0.042182485,0.308326699,-0.282698951,-0.031972616,0.887266024,1,0.795519002,0.091747022,2
3642012,6436,732,80,68,7316,1984,110,1884,110,1917,4121,0.879715692,0.100054675,0.010934937,0.481436545,0.48386314,0.02669255,0.398279147,-0.383808465,-0.015757613,0.879715692,1,0.779661017,0.100054675,2
3642013,16239,2174,317,140,18870,10640,577,4858,950,4917,17084,0.860572337,0.115209327,0.016799152,0.622804964,0.318133926,0.055607586,0.237767373,-0.2029246,-0.038808434,0.860572337,1,0.74536301,0.115209327,2
3642032,1646,152,21,17,1836,979,70,761,47,796,1892,0.896514161,0.082788671,0.011437908,0.51744186,0.439217759,0.024841438,0.379072301,-0.356429088,-0.013403529,0.896514161,1,0.81372549,0.082788671,2
3642033,3361,351,27,42,3781,1933,145,1658,124,1690,3892,0.888918276,0.092832584,0.007140968,0.496659815,0.463257965,0.031860226,0.392258461,-0.370425381,-0.024719258,0.888918276,1,0.796085692,0.092832584,2
3642034,2483,231,28,35,2777,1412,100,1254,76,1289,2877,0.894130356,0.083183291,0.010082823,0.490789016,0.470629128,0.026416406,0.40334134,-0.387445836,-0.016333583,0.894130356,1,0.810947065,0.083183291,2
3642035,1170,126,7,9,1312,698,44,538,32,546,1320,0.891768293,0.096036585,0.005335366,0.528787879,0.440909091,0.024242424,0.362980414,-0.344872506,-0.018907058,0.891768293,1,0.795731707,0.096036585,2
3642036,2859,287,28,56,3230,1670,116,1350,89,1392,3267,0.885139319,0.088854489,0.008668731,0.511172329,0.448729721,0.027242118,0.37396699,-0.359875232,-0.018573388,0.885139319,1,0.79628483,0.088854489,2
3642037,1586,172,21,27,1806,859,67,833,54,850,1830,0.878183832,0.095238095,0.011627907,0.469398907,0.491803279,0.029508197,0.408784925,-0.396565183,-0.01788029,0.878183832,1,0.782945736,0.095238095,2
3644011,9968,1146,152,121,11387,6478,458,3876,471,3995,11402,0.87538421,0.100641082,0.013348555,0.568145939,0.380108753,0.041308542,0.307238271,-0.279467671,-0.027959987,0.87538421,1,0.774743128,0.100641082,2
3644012,2478,240,21,43,2782,1568,93,1031,75,1111,2847,0.890726096,0.086268871,0.007548526,0.550755181,0.394801545,0.026343519,0.339970915,-0.308532674,-0.018794993,0.890726096,1,0.804457225,0.086268871,2
3644013,2806,647,77,66,3596,2420,168,1094,131,1200,3919,0.780311457,0.179922136,0.021412681,0.617504465,0.322020924,0.033426895,0.162806992,-0.142098788,-0.012014214,0.780311457,1,0.600389321,0.179922136,2
3644031,917,97,13,38,1065,524,36,365,24,417,1001,0.861032864,0.091079812,0.012206573,0.523476523,0.400599401,0.023976024,0.33755634,-0.309519588,-0.011769451,0.861032864,1,0.769953052,0.091079812,2
3644032,1023,95,10,22,1150,552,50,401,29,433,1064,0.889565217,0.082608696,0.008695652,0.518796992,0.42387218,0.027255639,0.370768225,-0.341263485,-0.018559987,0.889565217,1,0.806956522,0.082608696,2
3644033,856,72,10,13,951,427,37,351,25,368,857,0.900105152,0.075709779,0.010515247,0.498249708,0.452742124,0.029171529,0.401855444,-0.377032345,-0.018656281,0.900105152,1,0.824395373,0.075709779,2
3644034,1607,169,25,33,1834,802,55,511,46,548,1451,0.876226827,0.09214831,0.013631407,0.552722261,0.39007581,0.031702274,0.323504566,-0.2979275,-0.018070868,0.876226827,1,0.784078517,0.09214831,2
3644035,1372,137,18,36,1563,900,49,566,43,592,1584,0.877799104,0.087651951,0.011516315,0.568181818,0.388257576,0.027146465,0.309617286,-0.300605624,-0.01563015,0.877799104,1,0.790147153,0.087651951,2
3644036,2263,197,17,47,2524,1406,90,987,49,1045,2590,0.89659271,0.078050713,0.006735341,0.542857143,0.415830116,0.018918919,0.353735567,-0.337779403,-0.012183578,0.89659271,1,0.818541997,0.078050713,2
3644037,2903,286,29,58,3276,1749,105,1136,88,1180,3122,0.886141636,0.087301587,0.008852259,0.560217809,0.397501602,0.02818706,0.325923827,-0.310200014,-0.019334801,0.886141636,1,0.798840049,0.087301587,2
3644038,212,10,1,4,227,140,8,57,8,64,220,0.933920705,0.044052863,0.004405286,0.636363636,0.295454545,0.036363636,0.297557068,-0.251401682,-0.03195835,0.933920705,1,0.889867841,0.044052863,2
3643011,4595,439,71,64,5169,2996,193,1716,192,1748,5129,0.888953376,0.084929387,0.013735732,0.58412946,0.372197309,0.037434198,0.304823916,-0.287267923,-0.023698465,0.888953376,1,0.804023989,0.084929387,2
3643031,1802,150,20,34,2006,1088,67,730,44,756,1955,0.898305085,0.074775673,0.00997009,0.556521739,0.407672634,0.022506394,0.341783346,-0.332896961,-0.012536304,0.898305085,1,0.823529412,0.074775673,2
3643032,1006,79,8,24,1117,641,25,376,35,394,1095,0.900626679,0.070725157,0.007162041,0.585388128,0.366210046,0.03196347,0.315238551,-0.295484889,-0.024801429,0.900626679,1,0.829901522,0.070725157,2
3643033,1944,160,24,29,2157,1364,47,847,45,873,2329,0.901251739,0.074177098,0.011126565,0.585659081,0.383855732,0.019321597,0.315592657,-0.309678634,-0.008195033,0.901251739,1,0.827074641,0.074177098,2
3643034,1012,87,11,21,1131,669,44,449,33,464,1210,0.894783378,0.076923077,0.009725906,0.552892562,0.407438017,0.027272727,0.341890816,-0.33051494,-0.017546821,0.894783378,1,0.817860301,0.076923077,2
3643035,1646,190,16,24,1876,1024,73,644,54,657,1808,0.877398721,0.101279318,0.008528785,0.566371681,0.396570796,0.029867257,0.311027039,-0.295291479,-0.021338472,0.877398721,1,0.776119403,0.101279318,2
3643036,1480,130,18,23,1651,901,60,654,44,676,1681,0.896426408,0.078740157,0.010902483,0.535990482,0.424747174,0.026174896,0.360435926,-0.346007017,-0.015272413,0.896426408,1,0.817686251,0.078740157,2
3643037,1509,118,23,22,1672,1071,47,570,61,582,1761,0.902511962,0.070574163,0.013755981,0.608177172,0.350369108,0.034639409,0.29433479,-0.279794946,-0.020883429,0.902511962,1,0.831937799,0.070574163,2
3643038,2013,140,13,27,2193,1313,57,749,66,767,2203,0.917920657,0.063839489,0.005927953,0.596005447,0.36586473,0.029959147,0.32191521,-0.302025241,-0.024031194,0.917920657,1,0.854081167,0.063839489,2
3648011,2454,228,14,28,2724,1260,115,1169,50,1197,2622,0.900881057,0.083700441,0.005139501,0.480549199,0.489702517,0.019069413,0.420331858,-0.406002077,-0.013929912,0.900881057,1,0.817180617,0.083700441,2
3648031,991,85,13,13,1102,532,36,493,26,498,1092,0.899274047,0.077132486,0.011796733,0.487179487,0.484432234,0.023809524,0.41209456,-0.407299748,-0.012012791,0.899274047,1,0.822141561,0.077132486,2
3648032,1555,159,9,23,1746,893,55,682,27,709,1684,0.890607102,0.091065292,0.005154639,0.530285036,0.437648456,0.016033254,0.360322066,-0.346583164,-0.010878615,0.890607102,1,0.79954181,0.091065292,2
3648033,1219,116,13,19,1367,635,56,545,40,560,1291,0.891733723,0.084857352,0.009509876,0.49186677,0.465530596,0.030983734,0.399866954,-0.380673245,-0.021473858,0.891733723,1,0.806876372,0.084857352,2
3648034,1728,177,21,25,1951,983,60,877,36,895,1974,0.885699641,0.090722706,0.010763711,0.497973658,0.474670719,0.018237082,0.387725984,-0.383948013,-0.007473371,0.885699641,1,0.794976935,0.090722706,2
3648035,1309,126,13,19,1467,721,56,680,30,701,1508,0.892297205,0.085889571,0.008861622,0.478116711,0.48806366,0.019893899,0.414180494,-0.40217409,-0.011032277,0.892297205,1,0.806407635,0.085889571,2
3648036,1336,126,13,33,1508,946,74,621,41,659,1720,0.885941645,0.083554377,0.00862069,0.55,0.404069767,0.023837209,0.335941645,-0.320515391,-0.01521652,0.885941645,1,0.802387268,0.083554377,2
3648037,791,77,11,17,896,401,28,496,22,514,965,0.8828125,0.0859375,0.012276786,0.415544041,0.543005181,0.022797927,0.467268459,-0.457067681,-0.010521142,0.8828125,1,0.796875,0.0859375,2
3648038,699,65,8,19,791,370,39,350,33,363,805,0.88369153,0.082174463,0.01011378,0.459627329,0.483229814,0.040993789,0.424064201,-0.401055351,-0.030880009,0.88369153,1,0.801517067,0.082174463,2
3648039,761,82,12,18,873,398,36,441,27,450,911,0.871706758,0.093928981,0.013745704,0.436882547,0.523600439,0.029637761,0.434824212,-0.429671459,-0.015892056,0.871706758,1,0.777777778,0.093928981,2
3648040,1435,191,8,22,1656,758,56,835,45,855,1714,0.866545894,0.115338164,0.004830918,0.442240373,0.519836639,0.026254376,0.42430552,-0.404498475,-0.021423458,0.866545894,1,0.751207729,0.115338164,2
3648041,571,64,4,14,653,289,19,279,14,290,612,0.874425727,0.098009188,0.006125574,0.472222222,0.486928105,0.022875817,0.402203505,-0.388918916,-0.016750243,0.874425727,1,0.776416539,0.098009188,2
3648042,1096,94,10,15,1215,533,32,535,35,549,1149,0.902057613,0.077366255,0.008230453,0.463881636,0.493472585,0.030461271,0.438175977,-0.41610633,-0.022230818,0.902057613,1,0.824691358,0.077366255,2
3648012,3374,310,27,36,3747,1642,126,1694,66,1729,3563,0.900453696,0.082732853,0.007205765,0.4608476,0.510805501,0.018523716,0.439606096,-0.428072648,-0.011317951,0.900453696,1,0.817720843,0.082732853,2
3701211,5336,16385,494,300,22515,3365,11512,2646,909,2779,18565,0.236997557,0.727737064,0.021940928,0.18125505,0.762617829,0.048963103,0.055742507,-0.034880765,-0.027022174,0.727737064,2,0.490739507,0.236997557,1
3701231,347,1851,26,27,2251,254,1423,219,33,238,1948,0.154153709,0.822301199,0.011550422,0.130390144,0.842915811,0.016940452,0.023763566,-0.020614612,-0.00539003,0.822301199,2,0.66814749,0.154153709,1
3701232,609,2849,57,52,3567,418,2343,411,96,441,3298,0.170731707,0.798710401,0.015979815,0.126743481,0.835051546,0.029108551,0.043988226,-0.036341145,-0.013128736,0.798710401,2,0.627978694,0.170731707,1
3701233,261,1530,20,29,1840,214,1391,191,44,213,1862,0.141847826,0.831521739,0.010869565,0.114930183,0.84962406,0.023630505,0.026917643,-0.018102321,-0.01276094,0.831521739,2,0.689673913,0.141847826,1
3701234,554,3115,37,56,3762,441,2542,383,92,430,3505,0.147262095,0.828017012,0.009835194,0.125820257,0.834522111,0.026248217,0.021441838,-0.006505099,-0.016413023,0.828017012,2,0.680754918,0.147262095,1
3701235,216,1617,18,26,1877,234,1401,168,34,195,1864,0.115077251,0.861481087,0.009589771,0.125536481,0.841738197,0.018240343,-0.01045923,0.019742889,-0.008650572,0.861481087,2,0.746403836,0.115077251,1
3701236,160,843,18,14,1035,134,685,134,37,153,1009,0.154589372,0.814492754,0.017391304,0.132804757,0.811694747,0.03666997,0.021784615,0.002798006,-0.019278666,0.814492754,2,0.659903382,0.154589372,1
3701267,2010,7461,196,93,9760,1802,6572,1372,454,1417,10245,0.205942623,0.764446721,0.020081967,0.175890678,0.775402635,0.0443143,0.030051945,-0.010955914,-0.024232332,0.764446721,2,0.558504098,0.205942623,1
3701258,2641,7216,242,112,10211,2547,5579,1839,665,1880,10671,0.25864264,0.706688865,0.023699931,0.238684285,0.695155093,0.062318433,0.019958356,0.011533772,-0.038618502,0.706688865,2,0.448046225,0.25864264,1
3701268,2249,9445,191,168,12053,2109,8103,1640,508,1693,12413,0.18659255,0.783622335,0.015846677,0.169902522,0.784902924,0.040924837,0.016690028,-0.00128059,-0.02507816,0.783622335,2,0.597029785,0.18659255,1
3701261,2937,9836,215,119,13107,2878,8225,2204,689,2256,14048,0.224078737,0.750438697,0.016403449,0.204869021,0.742383257,0.049046128,0.019209716,0.008055439,-0.032642679,0.750438697,2,0.52635996,0.224078737,1
3701263,4988,13076,473,227,18764,3479,8517,2473,882,2539,15417,0.265828182,0.69686634,0.025207845,0.225659986,0.712849452,0.057209574,0.040168196,-0.015983112,-0.032001729,0.69686634,2,0.431038158,0.265828182,1
3701264,3768,11924,331,152,16175,2716,7315,1984,755,2031,12817,0.232952087,0.737187017,0.020463679,0.211906062,0.725520793,0.05890614,0.021046024,0.011666224,-0.038442462,0.737187017,2,0.50423493,0.232952087,1
3701265,10962,24640,850,368,36820,9618,17439,6372,2283,6503,35843,0.297718631,0.669201521,0.02308528,0.268336914,0.664313813,0.063694445,0.029381717,0.004887708,-0.040609165,0.669201521,2,0.37148289,0.297718631,1
3701266,1769,4499,146,88,6502,2097,3702,1182,492,1219,7510,0.272070132,0.691940941,0.022454629,0.279227696,0.650332889,0.06551265,-0.007157564,0.041608052,-0.04305802,0.691940941,2,0.419870809,0.272070132,1
3701111,642,4155,50,62,4909,588,3581,635,112,684,4965,0.1307802,0.846404563,0.010185374,0.118429003,0.849144008,0.022557905,0.012351197,-0.002739445,-0.012372532,0.846404563,2,0.715624363,0.1307802,1
3701112,4429,11725,402,204,16760,4151,9480,3009,1174,3094,17899,0.264260143,0.699582339,0.02398568,0.231912397,0.697748478,0.065590256,0.032347746,0.001833861,-0.041604576,0.699582339,2,0.435322196,0.264260143,1
3701113,8722,19025,738,588,29073,6919,13916,4895,2029,5062,27926,0.30000344,0.654387232,0.025384377,0.247761942,0.673601662,0.072656306,0.052241497,-0.019214429,-0.047271929,0.654387232,2,0.354383793,0.30000344,1
3701131,491,2109,39,38,2677,374,1815,354,95,369,2653,0.18341427,0.787822189,0.014568547,0.140972484,0.817565021,0.035808519,0.042441786,-0.029742832,-0.021239972,0.787822189,2,0.604407919,0.18341427,1
3701132,1358,4570,116,138,6182,976,3614,806,272,845,5707,0.21967001,0.739242963,0.018764154,0.171018048,0.774487472,0.047660767,0.048651962,-0.035244508,-0.028896613,0.739242963,2,0.519572954,0.21967001,1
3701133,325,2197,44,50,2616,262,2037,322,55,360,2714,0.124235474,0.839831804,0.016819572,0.096536478,0.869196758,0.020265291,0.027698996,-0.029364953,-0.003445719,0.839831804,2,0.71559633,0.124235474,1
3701135,187,1092,14,14,1307,116,999,143,23,156,1294,0.143075746,0.835501148,0.010711553,0.089644513,0.882534776,0.017774343,0.053431233,-0.047033628,-0.00706279,0.835501148,2,0.692425402,0.143075746,1
3701160,2872,11134,250,178,14434,2892,9399,2325,745,2405,15441,0.198974643,0.771373147,0.017320216,0.187293569,0.759277249,0.04824817,0.011681074,0.012095898,-0.030927954,0.771373147,2,0.572398504,0.198974643,1
3701161,2026,8736,145,159,11066,1871,7640,1468,453,1526,11490,0.183083318,0.789445147,0.013103199,0.16283725,0.792689295,0.039425587,0.020246068,-0.003244148,-0.026322388,0.789445147,2,0.606361829,0.183083318,1
3701155,1196,6164,101,97,7558,1138,5889,1119,324,1158,8509,0.158242921,0.815559672,0.013363324,0.133740745,0.823598543,0.03807733,0.024502176,-0.008038871,-0.024714006,0.815559672,2,0.65731675,0.158242921,1
3701156,791,2367,59,82,3299,641,2019,595,171,616,3447,0.239769627,0.717490149,0.017884207,0.185958805,0.758340586,0.049608355,0.053810822,-0.040850437,-0.031724148,0.717490149,2,0.477720521,0.239769627,1
3701157,705,1672,67,32,2476,644,1094,400,149,414,2301,0.284733441,0.675282714,0.027059774,0.279878314,0.64928292,0.064754455,0.004855127,0.025999794,-0.037694681,0.675282714,2,0.390549273,0.284733441,1
3701158,5863,11496,455,149,17963,5729,7467,3598,1065,3652,17913,0.326393141,0.639982186,0.025329845,0.319823592,0.61770781,0.059454028,0.00656955,0.022274376,-0.034124183,0.639982186,2,0.313589044,0.326393141,1
3701159,4297,9542,372,142,14353,3203,5603,2166,750,2220,11776,0.299379921,0.664808751,0.025917927,0.271993886,0.659731658,0.063688859,0.027386035,0.005077093,-0.037770932,0.664808751,2,0.36542883,0.299379921,1
3743011,818,2457,63,46,3384,689,2241,514,115,537,3582,0.241725768,0.72606383,0.018617021,0.192350642,0.769123395,0.032104969,0.049375126,-0.043059565,-0.013487948,0.72606383,2,0.484338061,0.241725768,1
3743031,192,684,8,15,899,145,583,116,25,123,876,0.213570634,0.760845384,0.008898776,0.165525114,0.797945205,0.028538813,0.04804552,-0.037099822,-0.019640036,0.760845384,2,0.54727475,0.213570634,1
3743032,162,578,9,13,762,152,544,109,22,115,833,0.212598425,0.758530184,0.011811024,0.182472989,0.783913565,0.026410564,0.030125436,-0.025383382,-0.014599541,0.758530184,2,0.545931759,0.212598425,1
3702011,505,2589,30,33,3157,424,2280,326,78,357,3139,0.159961989,0.820082357,0.009502692,0.135074865,0.830200701,0.024848678,0.024887125,-0.010118344,-0.015345985,0.820082357,2,0.660120367,0.159961989,1
3702012,3060,11295,263,230,14848,2756,10058,2132,744,2241,15799,0.206088362,0.760708513,0.017712823,0.17444142,0.771567821,0.047091588,0.031646942,-0.010859308,-0.029378765,0.760708513,2,0.554620151,0.206088362,1
3702013,1092,4700,90,113,5995,1047,4232,660,185,714,6178,0.182151793,0.783986656,0.01501251,0.169472321,0.79184202,0.029944966,0.012679472,-0.007855365,-0.014932456,0.783986656,2,0.601834862,0.182151793,1
3702014,3803,8090,243,254,12390,1998,5471,1339,459,1420,9348,0.306941082,0.652945924,0.019612591,0.213735558,0.728498074,0.049101412,0.093205523,-0.07555215,-0.029488821,0.652945924,2,0.346004843,0.306941082,1
3702032,943,2796,56,73,3868,994,2000,502,169,555,3718,0.243795243,0.722854188,0.014477766,0.267348037,0.672942442,0.045454545,-0.023552794,0.049911746,-0.030976779,0.722854188,2,0.479058945,0.243795243,1
3702033,663,2448,42,45,3198,533,2011,379,126,415,3085,0.207317073,0.765478424,0.013133208,0.172771475,0.77471637,0.040842788,0.034545598,-0.009237946,-0.027709579,0.765478424,2,0.558161351,0.207317073,1
3702034,331,1599,23,30,1983,280,1346,223,35,253,1914,0.16691881,0.806354009,0.011598588,0.146290491,0.819749216,0.018286311,0.020628319,-0.013395207,-0.006687723,0.806354009,2,0.639435199,0.16691881,1
3702035,402,1831,30,32,2295,351,1602,249,61,276,2290,0.175163399,0.797821351,0.013071895,0.153275109,0.808296943,0.026637555,0.02188829,-0.010475592,-0.013565659,0.797821351,2,0.622657952,0.175163399,1
3702036,3669,7863,317,153,12002,2300,4681,1369,560,1429,8970,0.30569905,0.65514081,0.026412265,0.256410256,0.674470457,0.062430323,0.049288794,-0.019329647,-0.036018059,0.65514081,2,0.34944176,0.30569905,1
3702037,744,2907,66,55,3772,649,2481,574,150,610,3890,0.197242842,0.770678685,0.017497349,0.166838046,0.785347044,0.038560411,0.030404796,-0.014668359,-0.021063062,0.770678685,2,0.573435843,0.197242842,1
3702038,972,3162,57,74,4265,486,2163,377,125,400,3174,0.227901524,0.741383353,0.013364596,0.153119093,0.800252048,0.039382483,0.074782431,-0.058868695,-0.026017887,0.741383353,2,0.513481829,0.227901524,1
3702051,808,3574,58,49,4489,723,2707,493,173,518,4121,0.179995545,0.796168412,0.012920472,0.175442854,0.776510556,0.041980102,0.004552691,0.019657856,-0.02905963,0.796168412,2,0.616172867,0.179995545,1
3702068,959,4009,63,67,5098,871,3473,665,191,685,5220,0.188112985,0.786386818,0.012357787,0.166858238,0.792720307,0.036590038,0.021254748,-0.006333488,-0.024232251,0.786386818,2,0.598273833,0.188112985,1
3702055,1783,6813,140,116,8852,2097,6285,1354,519,1421,10322,0.201423407,0.769656575,0.015815635,0.203158303,0.740069754,0.050280953,-0.001734896,0.029586821,-0.034465318,0.769656575,2,0.568233168,0.201423407,1
3702069,600,2545,48,56,3249,599,2778,500,140,521,4038,0.184672207,0.783317944,0.014773777,0.148340763,0.811788014,0.034670629,0.036331444,-0.02847007,-0.019896852,0.783317944,2,0.598645737,0.184672207,1
3702058,772,2793,51,66,3682,866,2565,550,185,584,4200,0.209668658,0.758555133,0.013851168,0.206190476,0.741666667,0.044047619,0.003478182,0.016888466,-0.030196451,0.758555133,2,0.548886475,0.209668658,1
3702059,2388,5971,188,115,8662,2325,4420,1237,513,1280,8538,0.275686908,0.689332718,0.021703994,0.272312017,0.662567346,0.060084329,0.003374891,0.026765372,-0.038380334,0.689332718,2,0.413645809,0.275686908,1
3702062,3818,8242,317,201,12578,2519,4774,1539,698,1610,9601,0.303545874,0.655271108,0.025202735,0.262368503,0.657535673,0.07270076,0.04117737,-0.002264565,-0.047498025,0.655271108,2,0.351725235,0.303545874,1
3702063,4939,10782,406,214,16341,4943,7675,2745,1256,2824,16698,0.302245885,0.659812741,0.024845481,0.296023476,0.62402683,0.075218589,0.006222409,0.035785911,-0.050373108,0.659812741,2,0.357566856,0.302245885,1
3702064,3182,10114,264,211,13771,3401,8215,2038,916,2112,14644,0.231065282,0.734441943,0.019170721,0.232245288,0.700150232,0.062551216,-0.001180006,0.034291711,-0.043380494,0.734441943,2,0.503376661,0.231065282,1
3702066,1628,4971,116,98,6813,1126,3416,862,262,899,5703,0.238954939,0.729634522,0.017026273,0.197439944,0.75013151,0.045940733,0.041514995,-0.020496987,-0.02891446,0.729634522,2,0.490679583,0.238954939,1
3702067,440,1433,38,31,1942,299,925,188,74,202,1500,0.226570546,0.737899073,0.019567456,0.199333333,0.742,0.049333333,0.027237212,-0.004100927,-0.029765877,0.737899073,2,0.511328527,0.226570546,1
3702039,447,2113,33,55,2648,552,1689,331,90,370,2701,0.168806647,0.797960725,0.012462236,0.204368752,0.747871159,0.033320992,-0.035562106,0.050089566,-0.020858757,0.797960725,2,0.629154079,0.168806647,1
3703011,863,3914,58,83,4918,657,2943,553,185,595,4380,0.175477837,0.795851972,0.011793412,0.15,0.798173516,0.042237443,0.025477837,-0.002321544,-0.030444031,0.795851972,2,0.620374136,0.175477837,1
3703031,541,1741,46,52,2380,567,1063,255,135,275,2040,0.227310924,0.731512605,0.019327731,0.277941176,0.646078431,0.066176471,-0.050630252,0.085434174,-0.046848739,0.731512605,2,0.504201681,0.227310924,1
3703032,352,1641,39,28,2060,356,1263,269,71,290,1980,0.170873786,0.796601942,0.018932039,0.17979798,0.773737374,0.035858586,-0.008924193,0.022864568,-0.016926547,0.796601942,2,0.625728155,0.170873786,1
3703033,264,1490,15,28,1797,232,1184,221,49,237,1702,0.146911519,0.829159711,0.008347245,0.136310223,0.825499412,0.028789659,0.010601296,0.003660298,-0.020442414,0.829159711,2,0.682248191,0.146911519,1
3703034,268,1872,23,39,2202,229,1781,201,58,226,2294,0.121707539,0.85013624,0.01044505,0.099825632,0.863993025,0.025283348,0.021881907,-0.013856786,-0.014838298,0.85013624,2,0.728428701,0.121707539,1
3703035,450,2304,41,48,2843,370,1858,365,122,401,2751,0.158283503,0.810411537,0.014421386,0.134496547,0.808069793,0.04434751,0.023786957,0.002341744,-0.029926124,0.810411537,2,0.652128034,0.158283503,1
3703036,528,1999,41,31,2599,314,1526,308,73,326,2239,0.20315506,0.769141978,0.015775298,0.140241179,0.819115677,0.032603841,0.062913881,-0.049973699,-0.016828543,0.769141978,2,0.565986918,0.20315506,1
3703037,404,1888,30,44,2366,361,1544,317,94,329,2328,0.170752325,0.79797126,0.012679628,0.155068729,0.799398625,0.040378007,0.015683596,-0.001427366,-0.027698379,0.79797126,2,0.627218935,0.170752325,1
3703038,256,1260,19,24,1559,181,984,188,55,201,1421,0.164207826,0.808210391,0.0121873,0.127375088,0.824771288,0.038705137,0.036832738,-0.016560897,-0.026517838,0.808210391,2,0.644002566,0.164207826,1
3703039,196,1202,10,18,1426,198,967,200,54,221,1440,0.137447405,0.842917251,0.007012623,0.1375,0.810416667,0.0375,-5.25947E-05,0.032500584,-0.030487377,0.842917251,2,0.705469846,0.137447405,1
3703040,248,1468,26,27,1769,241,1254,183,43,202,1740,0.140192199,0.829847371,0.014697569,0.138505747,0.825862069,0.024712644,0.001686452,0.003985302,-0.010015074,0.829847371,2,0.689655172,0.140192199,1
3703041,228,955,12,21,1216,211,852,145,27,163,1253,0.1875,0.785361842,0.009868421,0.16839585,0.795690343,0.021548284,0.01910415,-0.010328501,-0.011679863,0.785361842,2,0.597861842,0.1875,1
3703042,118,645,8,16,787,114,529,122,21,140,804,0.149936468,0.81956798,0.010165184,0.141791045,0.809701493,0.026119403,0.008145423,0.009866487,-0.015954219,0.81956798,2,0.669631512,0.149936468,1
3703043,206,1058,22,28,1314,205,893,170,44,194,1336,0.156773212,0.805175038,0.01674277,0.153443114,0.795658683,0.032934132,0.003330098,0.009516355,-0.016191362,0.805175038,2,0.648401826,0.156773212,1
3703044,115,553,15,23,706,110,505,89,32,110,757,0.162889518,0.783286119,0.021246459,0.145310436,0.784676354,0.042272127,0.017579082,-0.001390235,-0.021025668,0.783286119,2,0.620396601,0.162889518,1
3703060,791,3809,70,65,4735,857,3301,612,231,635,5024,0.167053854,0.804435058,0.014783527,0.17058121,0.778861465,0.045979299,-0.003527356,0.025573593,-0.031195772,0.804435058,2,0.637381204,0.167053854,1
3703061,868,3919,75,79,4941,1020,3672,674,246,723,5661,0.175672941,0.793159279,0.015179114,0.18018018,0.767708885,0.04345522,-0.004507239,0.025450394,-0.028276106,0.793159279,2,0.617486339,0.175672941,1
3703055,469,2408,39,42,2958,475,2062,334,122,356,3015,0.158553076,0.814063556,0.013184584,0.157545605,0.794693201,0.040464345,0.001007471,0.019370356,-0.027279761,0.814063556,2,0.65551048,0.158553076,1
3703056,3465,9503,317,215,13500,3438,6439,2070,1034,2147,13058,0.256666667,0.703925926,0.023481481,0.263286874,0.651631184,0.079185174,-0.006620207,0.052294742,-0.055703692,0.703925926,2,0.447259259,0.256666667,1
3703058,2706,8675,225,149,11755,2468,6483,1614,629,1668,11248,0.230199915,0.737983837,0.019140791,0.219416785,0.719861309,0.055921053,0.01078313,0.018122528,-0.036780261,0.737983837,2,0.507783922,0.230199915,1
3703059,1352,4473,130,104,6059,1154,2961,705,341,745,5201,0.223139132,0.738240634,0.021455686,0.221880408,0.704864449,0.065564315,0.001258724,0.033376185,-0.044108629,0.738240634,2,0.515101502,0.223139132,1
3703062,4659,6336,322,119,11436,4754,2378,1410,857,1447,9436,0.407397692,0.554039874,0.028156698,0.503815176,0.401441289,0.090822382,-0.096417484,0.152598585,-0.062665684,0.554039874,2,0.146642183,0.407397692,1
3704011,1116,3121,47,70,4354,692,2953,582,108,628,4381,0.256316031,0.716812127,0.010794672,0.157954805,0.806893403,0.024651906,0.098361226,-0.090081277,-0.013857234,0.716812127,2,0.460496096,0.256316031,1
